SCHEDID,SCHEDHOURPART,SCHEDSEQ,SCHEDCATEGORY,SCHEDTYPE,LASTUSERNAME,LASTCHANGEDATE,
SUNDAY,00,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
TUESDAY,08,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
TUESDAY,08,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
TUESDAY,08,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
TUESDAY,08,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
TUESDAY,08,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,00,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,00,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,00,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,00,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,00,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,00,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,00,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,00,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,00,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,00,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,01,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,01,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,01,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,01,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,01,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,01,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,01,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,01,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,01,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,01,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,01,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,02,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,02,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,02,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,02,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,02,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,02,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,02,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,02,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,02,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,02,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,02,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,03,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,03,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,03,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,03,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,03,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,03,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,03,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,03,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,03,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,03,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,03,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,04,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,04,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,04,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,04,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,04,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,04,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,04,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,04,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,04,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,04,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,04,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
TUESDAY,08,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,05,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,05,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,05,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,05,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,05,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,05,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,05,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,05,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,05,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,05,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,05,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,06,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
TUESDAY,08,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,06,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,06,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,06,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,06,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,06,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,06,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,06,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,06,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,06,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,06,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,07,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,07,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,07,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,07,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,07,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,07,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,07,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,07,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,07,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,07,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,07,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,08,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,08,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,08,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,08,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,08,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,12,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,12,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,12,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,12,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,12,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,12,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,12,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,12,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,12,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,12,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,12,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,13,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,13,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,13,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,13,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,13,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,13,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,13,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,13,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,13,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,13,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,13,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,14,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,14,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,14,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,14,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,14,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,08,04,216,REPEAT:002,Administrator,2012.12.09 08:16:23,
SUNDAY,08,06,216,REPEAT:003,Administrator,2012.12.09 08:17:21,
SUNDAY,08,07,216,REPEAT:002,Administrator,2012.12.09 08:17:55,
SUNDAY,08,11,216,REPEAT:003,Administrator,2012.12.09 08:18:41,
SUNDAY,14,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,14,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,14,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,14,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,14,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,14,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,15,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,15,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,15,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,15,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,15,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,15,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,15,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,15,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,15,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,15,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,15,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,16,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,16,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,16,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,16,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,16,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,16,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,16,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,16,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,16,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,16,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,16,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,17,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,17,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,17,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,18,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,18,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,18,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,18,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,18,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,18,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,18,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,18,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,18,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,18,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,18,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,19,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,19,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,19,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,19,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,19,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,19,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,19,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,19,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,19,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,19,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,19,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,20,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,20,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,20,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,20,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,20,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,20,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,20,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,20,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,20,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,20,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,20,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,21,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,21,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,21,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,21,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,21,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,21,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,21,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,21,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,21,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,21,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,21,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,22,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,22,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,22,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,22,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,22,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,22,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,22,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,22,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,22,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,22,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,22,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,23,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,23,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,23,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SUNDAY,23,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SUNDAY,23,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SUNDAY,23,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SUNDAY,23,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SUNDAY,23,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,23,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,23,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SUNDAY,23,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,17,03,168,REPEAT:001,Administrator,2012.12.08 17:50:10,
SUNDAY,08,03,216,REPEAT:003,Administrator,2012.12.09 08:15:44,
SUNDAY,09,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,09,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,09,03,216,REPEAT:003,Administrator,2012.12.09 08:15:44,
SUNDAY,09,04,216,REPEAT:002,Administrator,2012.12.09 08:16:23,
SUNDAY,09,06,216,REPEAT:003,Administrator,2012.12.09 08:17:21,
SUNDAY,09,07,216,REPEAT:002,Administrator,2012.12.09 08:17:55,
SUNDAY,09,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,09,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,09,11,216,REPEAT:003,Administrator,2012.12.09 08:18:41,
SUNDAY,09,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SUNDAY,10,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SUNDAY,10,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SUNDAY,10,03,216,REPEAT:003,Administrator,2012.12.09 08:15:44,
SUNDAY,10,04,216,REPEAT:002,Administrator,2012.12.09 08:16:23,
SUNDAY,10,06,216,REPEAT:003,Administrator,2012.12.09 08:17:21,
SUNDAY,10,07,216,REPEAT:002,Administrator,2012.12.09 08:17:55,
SUNDAY,10,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SUNDAY,10,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SUNDAY,10,11,216,REPEAT:003,Administrator,2012.12.09 08:18:41,
SUNDAY,10,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
MONDAY,00,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
MONDAY,00,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
MONDAY,00,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
MONDAY,00,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
MONDAY,00,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
MONDAY,00,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
MONDAY,00,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
MONDAY,00,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
MONDAY,00,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
MONDAY,00,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
MONDAY,00,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
MONDAY,01,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
MONDAY,01,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
MONDAY,01,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
MONDAY,01,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
MONDAY,01,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
MONDAY,01,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
MONDAY,01,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
MONDAY,01,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
MONDAY,01,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
MONDAY,01,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
MONDAY,01,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
MONDAY,02,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
MONDAY,02,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
MONDAY,02,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
MONDAY,02,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
MONDAY,02,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
MONDAY,02,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
MONDAY,02,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
MONDAY,02,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
MONDAY,02,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
MONDAY,02,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
MONDAY,02,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
MONDAY,03,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
MONDAY,03,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
MONDAY,03,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
MONDAY,03,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
MONDAY,03,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
MONDAY,03,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
MONDAY,03,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
MONDAY,03,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
MONDAY,03,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
MONDAY,03,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
MONDAY,03,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
MONDAY,04,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
MONDAY,04,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
MONDAY,04,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
MONDAY,04,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
MONDAY,04,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
MONDAY,04,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
MONDAY,04,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
MONDAY,04,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
MONDAY,04,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
MONDAY,04,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
MONDAY,04,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
MONDAY,05,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
MONDAY,05,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
MONDAY,05,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
MONDAY,05,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
MONDAY,05,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
MONDAY,05,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
MONDAY,05,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
MONDAY,05,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
MONDAY,05,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
MONDAY,05,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
MONDAY,05,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
MONDAY,06,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
MONDAY,06,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
MONDAY,06,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
MONDAY,06,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
MONDAY,06,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
MONDAY,06,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
MONDAY,06,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
MONDAY,06,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
MONDAY,06,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
MONDAY,06,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
MONDAY,06,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
MONDAY,07,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
MONDAY,07,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
MONDAY,07,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
MONDAY,07,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
MONDAY,07,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
MONDAY,07,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
MONDAY,07,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
MONDAY,07,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
MONDAY,07,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
MONDAY,07,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
MONDAY,07,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
MONDAY,08,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
MONDAY,08,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
MONDAY,08,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
MONDAY,08,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
MONDAY,08,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
MONDAY,08,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
MONDAY,08,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
MONDAY,08,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
MONDAY,08,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
MONDAY,08,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
MONDAY,08,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
